common.name,species.name,1901,1911,1913,1914,1915,1916,1917,1918,1919,1921,1922,1935,1936,1937,1938,1939,1942,1943,1944,1945,1946,1947,1948,1949,1950,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Red-tailed Hawk (abieticola),Buteo jamaicensis abieticola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rough-legged Hawk,Buteo lagopus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,2,0,0,2,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red-shouldered Hawk,Buteo lineatus,0,0,4,4,2,2,1,2,1,1,2,0,2,0,0,0,0,0,0,6,3,8,11,10,11,19,29,20,19,7,24,15,14,15,15,11,15,13,10,4,4,4,8,9,6,4,15,10,10,22,14,10,17,7,17,18,19,8,13,24,20,11,8,3,12,13,16,24,15,18,26,13,22,10,19,19,22,32,23,38,39,35,16,52,31,50,33,44,36,21,38,12,34
Broad-winged Hawk,Buteo platypterus,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buteo sp.,Buteo sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,1,0,2,0,0,0,0
Green Heron,Butorides virescens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lapland Longspur,Calcarius lapponicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sanderling,Calidris alba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dunlin,Calidris alpina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,1,9,0,2,1,0,0,0,0,0,0,4,7,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,6,4,2,0,6,0,2,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0
Western Sandpiper,Calidris mauri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pectoral Sandpiper,Calidris melanotos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Least Sandpiper,Calidris minutilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Semipalmated Sandpiper,Calidris pusilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crested Caracara,Caracara cheriway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilson's Warbler,Cardellina pusilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0
Northern Cardinal,Cardinalis cardinalis,10,12,15,17,8,18,20,25,13,4,8,48,5,25,40,48,18,23,48,283,260,274,342,333,376,692,876,634,758,479,607,650,765,585,872,1100,1000,900,900,1000,830,880,800,1200,690,722,1226,1177,1102,726,906,828,1210,1188,1054,1106,1096,1310,957,814,1024,662,706,433,921,733,862,966,566,630,562,585,680,613,463,542,592,1116,822,862,750,1006,535,724,833,909,974,1127,965,722,833,651,1038
Turkey Vulture,Cathartes aura,3,5,20,1,8,11,34,8,5,17,14,7,17,0,6,2,0,1,0,70,110,204,147,256,63,156,547,137,402,383,228,111,180,12,100,52,240,300,270,230,220,280,150,140,150,160,306,181,202,182,83,128,212,212,144,316,199,213,95,296,30,26,12,0,25,19,17,7,6,34,15,120,25,0,74,18,33,41,26,89,34,21,32,12,42,29,19,20,69,2,88,0,2
new world vulture sp.,Cathartidae sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hermit Thrush,Catharus guttatus,0,0,0,12,1,1,1,5,0,1,0,0,0,0,0,0,0,0,1,3,5,16,4,5,16,12,25,35,10,3,1,0,3,0,1,2,5,4,1,3,1,3,3,3,8,4,9,13,8,9,10,16,9,11,3,10,18,11,21,2,8,7,11,3,1,2,4,3,8,20,13,23,16,14,12,13,5,16,44,29,22,21,9,26,27,15,28,34,22,24,26,11,34
Catharus sp.,Catharus sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swainson's Thrush,Catharus ustulatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brown Creeper,Certhia americana,12,3,1,1,2,1,11,13,1,0,2,0,1,6,3,0,0,3,2,19,23,27,17,26,23,38,72,96,45,16,29,40,13,14,13,24,16,11,25,14,10,17,13,19,30,17,44,33,29,11,20,17,33,54,25,76,82,23,19,44,26,21,34,11,34,23,31,9,23,13,18,13,12,9,15,10,14,14,51,20,22,17,18,16,13,20,24,23,27,10,8,14,6
Killdeer,Charadrius vociferus,0,0,208,1,4,0,0,25,0,15,15,1,1,1,13,10,0,0,0,9,24,50,29,231,37,295,325,211,88,72,160,68,234,72,154,40,63,110,140,26,73,93,74,100,130,90,251,210,197,228,43,159,197,160,237,234,106,0,38,175,106,75,52,33,21,31,97,120,42,2,148,72,65,57,33,73,69,119,31,67,46,1,30,21,32,74,70,63,51,22,44,0,0
Snow Goose,Chen caerulescens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,8,33,0,0,0,0,30,0,28,37,18,25,11,18,26,22,2,5,45,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Lark Sparrow,Chondestes grammacus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Bonaparte's Gull,Chroicocephalus philadelphia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,0,0,6,0,0,0,1,12,0,0,1,3,0,0,1,0,4,0,46,1,6,36,0,2,12,0,5,3,1,0,3,1,2,2,1,26,2,16,4,15,2,3,8,4,186,3,2,3,2,3,18,4,2,3,0,30,0,0,0,0,1,0,5,0,0,0
Black-headed Gull,Chroicocephalus ridibundus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Harrier,Circus cyaneus,0,0,3,2,0,3,1,0,4,1,0,0,0,0,0,0,0,0,0,5,0,2,2,4,0,0,5,2,1,2,1,1,4,5,4,1,1,0,2,0,0,0,1,2,1,1,0,1,1,2,2,2,0,1,3,0,1,2,2,1,2,1,6,0,1,1,1,2,1,2,1,1,1,1,1,1,3,2,2,1,1,0,0,1,1,0,0,0,2,1,0,0,0
Marsh Wren,Cistothorus palustris,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,48,6,6,1,38,7,10,1,5,1,1,2,0,1,0,1,0,0,0,0,3,0,0,0,0,1,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sedge Wren,Cistothorus platensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Long-tailed Duck,Clangula hyemalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,1,0,1,1,3,2,1,1,2,7,0,0,0,0,0,13,0,3,8,1,5,3,2,5,2,2,16,2,2,5,9,2,3,4,9,1,2,1,0,1,0,0,0,0,0,0,0,0,0,58,0,3,0,0
Evening Grosbeak,Coccothraustes vespertinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,34,0,0,0,6,1,132,0,210,0,0,3,0,180,220,2,53,86,12,4,90,11,58,12,5,6,5,2,27,3,6,0,0,0,4,0,0,0,0,0,2,0,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Flicker,Colaptes auratus,3,0,11,11,7,4,12,15,11,3,7,1,0,3,0,0,3,7,1,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,88,0,0,60,0,0,130,0,0,0,0,0,61,0
Northern Flicker (Yellow-shafted),Colaptes auratus auratus/luteus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,42,23,67,112,146,109,85,32,91,84,118,39,46,77,52,54,42,31,36,32,24,43,21,20,98,127,68,75,46,101,59,89,135,104,94,0,113,155,140,78,71,26,202,100,116,128,81,47,98,48,66,62,0,124,83,77,168,0,151,110,0,117,101,0,148,128,136,86,124,0,183
Northern/Gilded Flicker,Colaptes auratus/chrysoides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Bobwhite,Colinus virginianus,0,0,12,10,8,20,32,0,21,9,8,0,0,12,29,0,0,4,0,29,3,24,36,46,25,71,146,74,63,23,81,8,98,156,65,260,210,110,100,200,150,220,120,130,100,65,90,71,94,103,53,32,72,68,50,67,55,44,24,17,8,20,26,0,10,7,4,4,8,16,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1039,1343,1658,3103,1865,2881,3507,2429,1787,1450,2200,1758,2531,1717,1599,925,966,2355,1042,1928,1404,1247,1607,1410,1418,1512,800,1178,1673,1534,1717,1889,1271,1609,974,592,1039,744,829,710,829,628,620,748,864,890
Black Vulture,Coragyps atratus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,7,18,34,70,51,22,18,36,27,3,15,6,11,0,7,6,3,2,10,7,2,19,3,12,33,26,35,44,11,18,30,49,31,26,44,39,38,56,4,2,2,0,8,2,3,0,4,13,2,0,11,0,40,6,14,11,18,34,42,44,51,27,71,57,65,9,59,6,98,0,36
American Crow,Corvus brachyrhynchos,0,0,0,109,0,500,300,350,0,0,25,0,0,0,0,0,17,0,0,0,0,546,747,853,500,788,952,1624,560,566,1595,856,1181,1974,1315,1700,3200,3100,980,820,580,710,520,860,600,465,1212,1361,1180,1180,1290,1121,1368,1240,1474,1693,1988,2699,1408,1638,1614,1546,1025,723,1453,1114,2139,1785,1694,1535,3696,2022,3662,2631,3646,1309,956,615,2921,1685,1452,544,328,845,2644,700,1830,871,2290,1961,1705,1437,2488
Common Raven,Corvus corax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,1,6
Fish Crow,Corvus ossifragus,0,0,7,2,20,3,91,100,0,0,0,0,0,2,7,0,0,0,0,1,5,37,27,62,79,45,53,88,34,6,73,28,93,214,67,69,52,190,39,50,10,100,55,270,680,116,63,103,130,102,126,55,72,92,99,78,188,111,22,77,132,308,65,12,67,94,53,62,29,155,109,149,187,144,244,204,231,126,288,721,330,179,44,219,272,263,270,283,744,504,651,492,436
crow sp.,Corvus sp. (crow sp.),0,100,237,6,103,1000,10000,0,26,13,0,12,12,3,29,6,0,8,16,480,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,279,1337,684,1029,1185,853,641,611,1727,1020,1488,3531,2744,457,515,742,1358,623,448,335,688,1748,439,1852,383,2856,5953,1413,1286,1646
Blue Jay,Cyanocitta cristata,0,0,0,15,10,9,4,16,19,10,8,10,3,3,31,2,0,0,2,149,173,101,138,112,261,327,407,368,339,80,304,399,931,419,296,640,620,530,240,430,400,420,210,860,410,267,847,607,465,356,609,615,435,445,536,710,405,436,358,260,240,218,182,71,310,250,225,197,363,326,191,82,291,187,134,192,225,183,381,355,431,293,163,513,256,645,601,484,459,578,577,363,686
Tundra Swan,Cygnus columbianus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,1,1,0,2,0,4,5,0,7,0,8,12,0,14,0,69,24,8,103,1,0,12,17,23,12,2,60,29,31,0,0,19,38,6,11,15,0,3,13,0,32,1,0,0,7,12,34,0,0,1
Tundra Swan (Whistling),Cygnus columbianus columbianus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mute Swan,Cygnus olor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,4,3,0,1,2,3,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pileated Woodpecker,Dryocopus pileatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,4,7,2,7,3,5,11,5,7,6,11,11,10,6,10,4,10,8,8,3,6,13,18,11,26,19,15,16,24,17,24,22,32,21,33,29,39,28,9,23,36,36,32,17,22,23,33,20,8,28,20,27,37,50,45,40,34,24,43,42,50,40,42,33,28,38,8,48
Gray Catbird,Dumetella carolinensis,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,1,2,2,0,3,0,1,1,2,4,3,0,1,2,3,0,0,2,0,4,2,3,2,0,3,1,3,6,3,1,0,1,5,2,7,2,2,2,4,2,2,7,3,7,5,4,5,4,12,2,7,7,7,4,18,3,8,3,2,1,6,1,2,2,6,1,2,4,9
Little Blue Heron,Egretta caerulea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sparrow sp.,Emberizidae sp. (sparrow sp.),30,0,64,85,194,160,327,400,150,48,358,310,0,37,0,135,0,92,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
Horned Lark,Eremophila alpestris,0,0,0,75,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,102,17,0,0,5,70,28,26,2,0,0,1,4,5,33,32,15,35,3,0,28,3,2,26,13,1,12,7,18,22,5,0,14,6,2,20,2,0,10,2,1,3,6,4,0,3,9,8,12,5,12,10,3,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Horned Lark (Eastern dark Group),Eremophila alpestris alpestris Group,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rusty Blackbird,Euphagus carolinus,0,0,0,3,0,1,60,0,0,7,0,0,0,0,0,0,0,0,0,0,30,2,22,15,17,4,60,10,140,15,71,30,224,17,32,5,3,53,5,75,42,24,11,21,52,58,68,126,29,30,38,73,15,13,9,29,71,79,45,43,40,32,22,6,9,13,2,9,31,7,30,137,2,1,2,6,10,0,3,3,6,1,6,11,10,7,21,2,3,53,8,0,1
